ID,Age,Gender,Marital Status,Income Level,Purchase History,Coverage,Premium,Education Level,Geographic Information,Occupation,Behavioral Data,Interactions with Customer Service,Insurance Products Owned,Policy Type,Customer Preferences,Preferred Communication Channel,Preferred Contact Time,Preferred Language
2871,27,Female,Single,1873.980802,8/29/2024,25826.1,1226.166,Bachelor's Degree,Tamil Nadu,Lawyer,policy1,Phone,policy2,Family,Phone,Mail,Weekends,English
2872,42,Female,Divorced,7595.475559,11/27/2020,17673.3,45.849,Bachelor's Degree,Goa,Teacher,policy2,Email,policy1,Individual,Mail,Mail,Anytime,Spanish
2873,42,Male,Single,4962.129666,9/29/2020,21686.6,45.113,High School Diploma,Haryana,Entrepreneur,policy5,Phone,policy3,Business,Mail,In-Person Meeting,Weekends,French
2874,43,Male,Married,2954.377162,5/16/2023,31749.9,794.495,Master's Degree,Puducherry,Doctor,policy1,Chat,policy4,Business,Mail,In-Person Meeting,Weekends,French
2875,49,Female,Divorced,5417.020947,8/5/1988,16891,161.23,High School Diploma,Goa,Engineer,policy5,Phone,policy3,Group,Email,Text,Morning,English
2876,27,Male,Single,1366.877186,4/27/2024,40355.6,1736.636,Doctorate,Delhi,Engineer,policy1,Chat,policy2,Individual,In-Person Meeting,Email,Morning,Mandarin
2877,40,Female,Divorced,1853.637495,12/10/2021,30990.4,778.636,High School Diploma,Uttarakhand,Engineer,policy5,In-Person,policy3,Individual,In-Person Meeting,Text,Afternoon,French
2878,34,Male,Divorced,4890.591375,9/21/2022,10745,11.384,High School Diploma,Lakshadweep,Teacher,policy2,Mobile App,policy4,Group,In-Person Meeting,Text,Morning,German
2879,37,Female,Married,2481.956843,3/31/2024,48882.3,1076.302,Bachelor's Degree,Gujarat,Artist,policy2,Phone,policy4,Group,Email,Mail,Weekends,Spanish
2880,28,Female,Single,1424.068793,12/30/2022,41587.1,1303.631,High School Diploma,Lakshadweep,Manager,policy4,Email,policy5,Group,Text,Text,Weekends,English
2881,53,Female,Divorced,8500.290643,2/21/2022,38826.4,133.898,High School Diploma,Goa,Entrepreneur,policy2,Phone,policy1,Individual,Phone,Email,Afternoon,Spanish
2882,51,Female,Married,1766.899649,2/24/2020,30948,671.465,Bachelor's Degree,Telangana,Manager,policy4,Mobile App,policy1,Family,Phone,Mail,Weekends,French
2883,29,Male,Married,1847.916091,10/9/2024,48747.7,2107.694,Doctorate,Manipur,Doctor,policy4,In-Person,policy5,Family,Email,In-Person Meeting,Evening,Mandarin
2884,42,Male,Divorced,2607.632768,2/23/2019,26069.5,273.715,Associate Degree,Haryana,Entrepreneur,policy2,Mobile App,policy5,Individual,Text,Mail,Evening,French
2885,32,Male,Married,2166.290405,3/29/2024,25762.4,844.675,High School Diploma,Maharashtra,Lawyer,policy5,In-Person,policy2,Group,Email,Phone,Evening,Spanish
2886,56,Female,Separated,10490.12697,1/7/2024,12585.1,47.167,High School Diploma,Himachal Pradesh,Salesperson,policy3,Phone,policy1,Family,Email,Email,Weekends,Mandarin
2887,37,Female,Married,2772.378622,9/30/2020,45584.1,1263.747,Bachelor's Degree,Andaman and Nicobar Islands,Lawyer,policy3,Email,policy1,Family,Phone,Email,Afternoon,German
2888,69,Female,Widowed,5090.963,4/25/2004,25179.8,168.53,Associate Degree,Goa,Engineer,policy5,Mobile App,policy1,Family,In-Person Meeting,Mail,Morning,German
2889,46,Male,Divorced,1675.698293,6/9/2017,44601.6,799.205,Bachelor's Degree,Karnataka,Manager,policy3,In-Person,policy1,Individual,Mail,Phone,Weekends,German
2890,41,Female,Widowed,5452.9404,3/28/2018,12605,106.982,High School Diploma,Madhya Pradesh,Entrepreneur,policy3,Chat,policy4,Family,Mail,In-Person Meeting,Afternoon,Mandarin
2891,21,Male,Married,2104.769806,4/25/2024,26394.5,963.048,Associate Degree,Chandigarh,Teacher,policy4,Phone,policy1,Business,Text,Text,Morning,English
2892,49,Female,Married,2973.483356,5/27/2018,13452.3,110.951,Doctorate,Rajasthan,Doctor,policy3,Phone,policy1,Family,Text,Mail,Weekends,German
2893,20,Female,Married,1659.209701,7/24/2023,28993.1,1025.589,Master's Degree,Meghalaya,Teacher,policy3,Email,policy1,Group,Email,In-Person Meeting,Weekends,German
2894,45,Female,Single,2747.865005,3/24/2018,8468.1,209.018,High School Diploma,Mizoram,Lawyer,policy4,Mobile App,policy2,Individual,Email,Phone,Evening,German
2895,24,Female,Single,1801.941729,8/26/2024,11229.2,370.575,Bachelor's Degree,Madhya Pradesh,Teacher,policy4,In-Person,policy3,Family,Text,Phone,Weekends,French
2896,38,Male,Divorced,2167.936933,1/16/2017,21198,255.832,Master's Degree,Chhattisgarh,Engineer,policy3,Email,policy3,Business,In-Person Meeting,Text,Evening,English
2897,43,Female,Married,3059.359241,5/14/2021,19218,319.539,Associate Degree,Odisha,Lawyer,policy1,Email,policy3,Group,Text,Text,Evening,French
2898,79,Female,Widowed,4808.743993,5/12/1985,38927.3,336.414,Doctorate,Andaman and Nicobar Islands,Manager,policy1,In-Person,policy2,Business,Text,Phone,Weekends,French
2899,51,Female,Divorced,5294.785443,11/12/2011,20005.6,102.909,Doctorate,West Bengal,Artist,policy3,Chat,policy1,Group,In-Person Meeting,In-Person Meeting,Evening,German
2900,71,Female,Divorced,4881.909012,3/31/2013,31184.9,195.28,Master's Degree,Mizoram,Manager,policy4,Chat,policy1,Group,In-Person Meeting,In-Person Meeting,Anytime,German
2901,27,Male,Married,3201.133209,1/17/2018,17838.9,298.785,Master's Degree,West Bengal,Teacher,policy2,Chat,policy1,Group,Email,Mail,Weekends,German
2902,36,Male,Divorced,2628.650173,9/8/2022,31786.6,737.082,Associate Degree,Puducherry,Engineer,policy2,In-Person,policy4,Group,Email,Phone,Afternoon,German
2903,51,Male,Married,3212.738344,1/4/2021,26516.4,408.852,Associate Degree,Nagaland,Artist,policy2,Phone,policy5,Business,Mail,Phone,Weekends,French
2904,42,Male,Married,2652.185436,8/7/2018,13577.4,152.62,Associate Degree,Goa,Entrepreneur,policy2,Chat,policy3,Group,Phone,In-Person Meeting,Weekends,French
2905,71,Female,Married,5218.757789,8/20/2001,25460.3,212.954,Bachelor's Degree,Telangana,Artist,policy2,Chat,policy3,Group,In-Person Meeting,Phone,Morning,Mandarin
2906,56,Female,Divorced,10229.80323,7/22/2023,46327,141.748,Associate Degree,Himachal Pradesh,Doctor,policy4,Chat,policy3,Group,In-Person Meeting,Phone,Morning,Mandarin
2907,49,Female,Widowed,4556.099816,8/27/2006,38149.5,240.608,High School Diploma,Manipur,Doctor,policy2,Email,policy3,Family,In-Person Meeting,Email,Weekends,French
2908,42,Female,Married,3564.355849,8/9/2019,20938,505.61,High School Diploma,Haryana,Entrepreneur,policy2,Phone,policy2,Business,Text,Email,Evening,German
2909,39,Female,Married,3237.79038,7/13/2019,34833.5,632.894,Master's Degree,Maharashtra,Manager,policy3,Mobile App,policy2,Business,Text,In-Person Meeting,Anytime,Spanish
2910,67,Male,Widowed,4695.13479,3/1/1997,9063.3,87.151,Master's Degree,Lakshadweep,Doctor,policy3,Mobile App,policy1,Group,In-Person Meeting,Phone,Afternoon,French
2911,43,Female,Married,3349.50332,7/25/2019,32579.6,658.48,High School Diploma,Jharkhand,Teacher,policy3,Chat,policy3,Business,Phone,Mail,Morning,German
2912,24,Female,Single,1943.448796,7/5/2023,12064,387.707,Doctorate,Odisha,Artist,policy4,In-Person,policy1,Individual,Phone,Phone,Morning,German
2913,42,Female,Married,4055.131279,10/17/2018,41389.8,898.625,Master's Degree,Andaman and Nicobar Islands,Salesperson,policy3,Email,policy1,Business,Email,Mail,Weekends,Mandarin
2914,36,Female,Married,3010.356019,9/19/2017,27188.3,324.435,Doctorate,Daman and Diu,Teacher,policy3,Mobile App,policy3,Group,Text,In-Person Meeting,Weekends,English
2915,37,Male,Married,6523.455794,11/3/2000,37303.6,363.207,Master's Degree,Andhra Pradesh,Entrepreneur,policy1,Email,policy2,Business,In-Person Meeting,Email,Evening,Mandarin
2916,25,Female,Divorced,1555.944643,11/9/2024,6439.7,309.109,High School Diploma,Mizoram,Artist,policy2,Mobile App,policy1,Individual,Phone,In-Person Meeting,Morning,German
2917,42,Male,Separated,8173.172721,12/28/2020,15081.9,32.547,Doctorate,Delhi,Teacher,policy5,Phone,policy5,Business,Email,Phone,Evening,Mandarin
2918,24,Male,Divorced,2419.37624,11/14/2024,23908.9,858.542,Bachelor's Degree,Sikkim,Entrepreneur,policy3,Email,policy3,Family,Mail,Phone,Evening,German
2919,26,Male,Single,1426.018003,5/31/2024,26668.8,919.775,Doctorate,Kerala,Artist,policy4,Mobile App,policy5,Group,In-Person Meeting,Phone,Morning,German
2920,38,Male,Single,3721.672248,1/7/2019,43273.6,1043.972,Bachelor's Degree,Manipur,Nurse,policy3,Mobile App,policy5,Group,Mail,Phone,Afternoon,Spanish
2921,31,Female,Divorced,3716.194574,10/24/2015,28699.4,555.437,Associate Degree,Sikkim,Lawyer,policy1,Phone,policy4,Group,Text,Email,Anytime,Spanish
2922,65,Female,Widowed,4029.030273,3/16/1989,21583.7,149.71,High School Diploma,Madhya Pradesh,Lawyer,policy5,Chat,policy4,Group,Text,In-Person Meeting,Afternoon,Mandarin
2923,25,Female,Married,1716.795373,8/15/2024,46456.8,1590.722,High School Diploma,Arunachal Pradesh,Lawyer,policy3,In-Person,policy3,Business,Mail,Email,Anytime,German
2924,41,Female,Single,3908.237311,2/2/2017,16900.6,463.255,Doctorate,Lakshadweep,Artist,policy1,Chat,policy5,Group,Text,Phone,Afternoon,German
2925,40,Female,Divorced,9323.494843,4/25/2022,30759.1,148.126,Doctorate,Andaman and Nicobar Islands,Manager,policy2,Chat,policy2,Business,Phone,Mail,Anytime,French
2926,31,Male,Divorced,7961.079534,8/8/2021,49707.9,132.465,High School Diploma,West Bengal,Nurse,policy3,Chat,policy5,Business,Mail,Mail,Morning,German
2927,27,Male,Single,1783.622258,9/25/2023,20145.6,963.8,High School Diploma,West Bengal,Lawyer,policy3,Phone,policy5,Group,Phone,Phone,Anytime,French
2928,47,Male,Single,8570.662231,6/30/2022,25638.4,76.401,Doctorate,Tripura,Teacher,policy3,Email,policy4,Individual,In-Person Meeting,Phone,Afternoon,French
2929,27,Male,Married,1472.025382,10/14/2022,36436.8,1245.053,High School Diploma,Maharashtra,Engineer,policy4,In-Person,policy5,Group,Phone,In-Person Meeting,Anytime,Mandarin
2930,51,Male,Married,4079.538932,10/9/2007,41315.4,207.99,Bachelor's Degree,Rajasthan,Nurse,policy3,Mobile App,policy3,Family,Mail,In-Person Meeting,Weekends,German
2931,35,Male,Married,5406.350128,3/27/1991,29258,231.466,Associate Degree,Andhra Pradesh,Entrepreneur,policy4,Phone,policy3,Business,Mail,In-Person Meeting,Anytime,Spanish
2932,49,Female,Widowed,6591.603358,8/21/1992,35847.4,213.395,Bachelor's Degree,Nagaland,Salesperson,policy4,Phone,policy5,Business,Text,Email,Afternoon,Mandarin
2933,37,Male,Married,3155.30097,7/7/2023,20748.9,522.339,Bachelor's Degree,Chandigarh,Teacher,policy3,Chat,policy4,Group,Text,In-Person Meeting,Evening,German
2934,59,Female,Widowed,6274.684298,7/26/2003,7377.7,39.486,Doctorate,Assam,Entrepreneur,policy2,Mobile App,policy1,Individual,Email,In-Person Meeting,Anytime,German
2935,33,Female,Separated,7160.171219,7/8/2021,8718,40.414,Master's Degree,Bihar,Doctor,policy5,Email,policy2,Group,Text,Phone,Afternoon,German
2936,32,Female,Single,1535.420901,10/8/2024,26392,952.582,Doctorate,Madhya Pradesh,Nurse,policy3,Chat,policy3,Group,Mail,Email,Anytime,French
2937,34,Female,Single,1268.2594,11/19/2022,36478.2,1798.975,Doctorate,Dadra and Nagar Haveli,Manager,policy1,Mobile App,policy1,Business,Phone,In-Person Meeting,Weekends,German
2938,41,Male,Married,2754.622749,12/16/2017,26523.4,630.531,Doctorate,Maharashtra,Entrepreneur,policy1,Phone,policy5,Business,Email,Mail,Weekends,English
2939,60,Female,Widowed,3931.813082,5/25/2010,47117.5,249.748,High School Diploma,West Bengal,Teacher,policy5,Chat,policy1,Group,Phone,Mail,Afternoon,German
2940,65,Female,Widowed,5202.734162,12/2/1979,31566,211.674,Doctorate,Puducherry,Lawyer,policy2,Email,policy4,Group,Mail,Mail,Anytime,French
2941,20,Male,Married,1755.848704,6/22/2023,36960.2,1587.422,High School Diploma,Gujarat,Doctor,policy2,In-Person,policy1,Business,Text,In-Person Meeting,Morning,German
2942,44,Female,Divorced,7077.972782,12/21/2020,20901.1,35.17,Bachelor's Degree,Daman and Diu,Salesperson,policy2,Chat,policy5,Family,In-Person Meeting,Phone,Morning,Mandarin
2943,23,Male,Married,1511.110004,5/3/2024,28579.6,1239.26,Master's Degree,Tamil Nadu,Nurse,policy5,In-Person,policy4,Family,In-Person Meeting,Phone,Anytime,English
2944,41,Female,Single,10956.80331,3/20/2021,47786.7,200.311,Doctorate,Maharashtra,Teacher,policy2,Phone,policy1,Group,Email,In-Person Meeting,Afternoon,French
2945,33,Male,Single,8668.509556,6/26/2022,22082.1,95.061,Doctorate,Gujarat,Salesperson,policy1,In-Person,policy5,Individual,Email,In-Person Meeting,Afternoon,French
2946,27,Male,Single,1569.305817,12/10/2023,36195.5,1630.764,Doctorate,Jharkhand,Entrepreneur,policy5,Chat,policy4,Business,Text,Email,Afternoon,Mandarin
2947,31,Male,Married,2048.291816,3/12/2024,12352.3,532.813,Doctorate,Himachal Pradesh,Salesperson,policy2,In-Person,policy4,Family,Mail,In-Person Meeting,Evening,French
2948,61,Female,Widowed,4788.526865,8/20/1995,15241.3,79.516,Associate Degree,Gujarat,Nurse,policy2,Phone,policy2,Group,Email,Phone,Afternoon,Spanish
2949,37,Male,Married,3206.357378,4/7/2021,47881.2,1025.865,High School Diploma,Goa,Manager,policy1,Phone,policy3,Individual,In-Person Meeting,Email,Weekends,Mandarin
2950,49,Female,Married,2819.641911,4/23/2017,35126.5,410.367,Bachelor's Degree,Rajasthan,Artist,policy4,Mobile App,policy2,Family,In-Person Meeting,Email,Morning,French
2951,22,Female,Single,2201.921929,11/16/2023,32353.8,1464.725,Doctorate,Maharashtra,Doctor,policy3,Mobile App,policy3,Individual,Mail,Email,Morning,German
2952,48,Female,Married,2333.766677,2/18/2022,17647.9,196.607,High School Diploma,Mizoram,Engineer,policy1,Phone,policy3,Group,Phone,In-Person Meeting,Evening,German
2953,45,Male,Divorced,3261.342487,12/13/2023,10847.8,325.194,Bachelor's Degree,Chandigarh,Teacher,policy3,In-Person,policy3,Individual,Phone,Phone,Afternoon,Spanish
2954,40,Female,Married,3515.820426,5/15/2017,39110.2,638.101,High School Diploma,Himachal Pradesh,Entrepreneur,policy1,Mobile App,policy2,Individual,Mail,Mail,Afternoon,Mandarin
2955,49,Male,Single,8203.514152,9/22/2023,45796.2,155.59,Master's Degree,Himachal Pradesh,Engineer,policy3,Mobile App,policy4,Family,Mail,Email,Anytime,German
2956,50,Female,Widowed,6472.553376,6/29/2017,33901.4,173.689,Master's Degree,Manipur,Teacher,policy4,In-Person,policy4,Group,In-Person Meeting,Mail,Anytime,German
2957,39,Female,Separated,4976.074677,2/8/2024,7015.6,15.591,Bachelor's Degree,Goa,Lawyer,policy5,Email,policy5,Group,Text,Text,Anytime,German
2958,22,Male,Single,1089.640279,5/19/2023,40915.1,1566.336,Doctorate,West Bengal,Salesperson,policy1,Mobile App,policy5,Family,Email,In-Person Meeting,Weekends,Mandarin
2959,47,Female,Single,5786.459247,2/22/2021,23997.7,103.984,Master's Degree,Meghalaya,Manager,policy3,In-Person,policy3,Business,Text,Email,Weekends,German
2960,32,Female,Divorced,7065.34408,11/12/2021,27765,54.662,Bachelor's Degree,Nagaland,Salesperson,policy5,Mobile App,policy4,Group,Phone,Email,Weekends,Spanish
2961,55,Female,Married,6545.88297,10/28/1977,11438.4,72.003,Bachelor's Degree,Goa,Salesperson,policy5,In-Person,policy5,Family,Mail,Mail,Weekends,French
2962,50,Female,Divorced,8637.495066,10/15/2020,19615.4,38.888,Master's Degree,Sikkim,Doctor,policy1,Mobile App,policy5,Business,In-Person Meeting,Phone,Weekends,French
2963,56,Female,Divorced,3678.025195,2/16/1992,45593.2,244.572,High School Diploma,Karnataka,Entrepreneur,policy4,Mobile App,policy1,Business,Mail,Phone,Evening,French
2964,36,Female,Married,2946.956012,7/21/2022,37463.5,599.373,Doctorate,West Bengal,Engineer,policy3,Phone,policy4,Group,Phone,In-Person Meeting,Weekends,Mandarin
2965,58,Male,Divorced,4837.572424,11/5/2000,45900.8,441.81,Bachelor's Degree,Himachal Pradesh,Artist,policy3,Email,policy3,Business,Mail,Email,Evening,French
2966,43,Female,Married,3167.637367,9/13/2018,27723,598.437,Bachelor's Degree,Rajasthan,Lawyer,policy1,Chat,policy4,Group,Email,Email,Afternoon,English
2967,25,Male,Married,2186.515404,12/31/2022,8102.4,345.415,High School Diploma,Manipur,Salesperson,policy2,Chat,policy3,Family,Phone,Mail,Weekends,German
2968,55,Female,Widowed,4546.997782,3/25/2018,43415.7,227.515,High School Diploma,Andhra Pradesh,Engineer,policy4,Phone,policy3,Group,Email,In-Person Meeting,Anytime,French
2969,40,Male,Single,7055.025988,8/14/2023,39577.3,70.981,Doctorate,Sikkim,Teacher,policy4,Phone,policy2,Individual,Text,Email,Evening,French
2970,43,Female,Married,3702.173035,10/15/2020,17280.8,260.761,Doctorate,Maharashtra,Salesperson,policy1,Email,policy1,Business,Email,Phone,Weekends,German
2971,23,Male,Single,2258.729938,3/9/2024,15557,564.846,Doctorate,Madhya Pradesh,Salesperson,policy2,Chat,policy5,Family,Phone,Text,Evening,English
2972,30,Female,Divorced,1908.477278,11/4/2024,15688.4,483.815,High School Diploma,Nagaland,Lawyer,policy3,In-Person,policy2,Individual,Phone,Mail,Evening,French
2973,25,Female,Single,1548.604343,6/23/2024,11181.3,444.536,Bachelor's Degree,Dadra and Nagar Haveli,Doctor,policy3,Mobile App,policy3,Family,Text,Email,Morning,German
2974,19,Female,Single,1302.449783,7/25/2023,27592.8,1374.766,Doctorate,Mizoram,Salesperson,policy1,Mobile App,policy2,Group,Email,In-Person Meeting,Anytime,Mandarin
2975,53,Female,Married,4871.587731,9/29/1994,49562.5,250.427,Bachelor's Degree,Puducherry,Lawyer,policy1,Phone,policy2,Individual,Text,In-Person Meeting,Weekends,English
2976,31,Male,Divorced,5338.439983,2/1/2021,15573.6,65.272,Doctorate,Karnataka,Engineer,policy2,Phone,policy1,Business,Phone,Email,Morning,Spanish
2977,41,Female,Married,2841.03625,2/15/2023,33169.6,678.916,Associate Degree,Mizoram,Artist,policy5,Mobile App,policy5,Individual,Email,Phone,Evening,French
2978,40,Male,Married,3502.10446,8/12/2015,41520.5,1238.584,High School Diploma,Arunachal Pradesh,Salesperson,policy2,Mobile App,policy1,Family,Text,In-Person Meeting,Morning,English
2979,40,Female,Married,3177.108471,1/26/2023,18035.6,328.13,High School Diploma,West Bengal,Salesperson,policy1,Email,policy5,Group,In-Person Meeting,In-Person Meeting,Anytime,French
2980,48,Male,Divorced,6171.312161,11/23/2023,11257.6,31.483,Doctorate,Uttar Pradesh,Engineer,policy2,Chat,policy2,Family,In-Person Meeting,Mail,Weekends,Mandarin
2981,63,Male,Widowed,5753.978467,9/3/1987,36528.8,327.425,Doctorate,Daman and Diu,Salesperson,policy2,In-Person,policy3,Group,Phone,In-Person Meeting,Evening,Mandarin
2982,33,Male,Divorced,5639.890772,3/1/2021,32871.5,75.514,Master's Degree,Kerala,Teacher,policy1,Mobile App,policy4,Business,In-Person Meeting,Email,Morning,Spanish
2983,42,Male,Divorced,4644.49357,1/27/2024,7080.8,127.795,High School Diploma,Nagaland,Doctor,policy4,Email,policy5,Group,Phone,Mail,Morning,German
2984,20,Male,Married,1095.86725,6/13/2023,15049.7,616.424,Doctorate,Sikkim,Salesperson,policy4,In-Person,policy3,Individual,Text,Text,Weekends,Mandarin
2985,67,Female,Married,3618.126966,11/28/2002,15062.5,88.992,Doctorate,Nagaland,Salesperson,policy3,Mobile App,policy5,Family,Text,In-Person Meeting,Anytime,Mandarin
2986,39,Female,Widowed,6060.799592,3/5/2001,20506.3,187.909,Bachelor's Degree,Lakshadweep,Artist,policy3,Mobile App,policy5,Family,Phone,Mail,Morning,German
2987,43,Male,Married,5152.815842,12/12/1992,19302.9,157.523,High School Diploma,Uttar Pradesh,Manager,policy2,In-Person,policy2,Group,Email,Text,Anytime,Mandarin
2988,31,Female,Married,2481.24468,2/1/2019,47948.4,855.265,Master's Degree,Bihar,Engineer,policy4,Mobile App,policy5,Business,Email,Text,Anytime,German
2989,28,Female,Single,1748.164951,4/3/2023,15335.5,581.885,Doctorate,Tripura,Salesperson,policy1,Chat,policy5,Group,Email,Phone,Weekends,German
2990,27,Male,Single,2186.221956,11/25/2022,45012.6,2182.568,Bachelor's Degree,Himachal Pradesh,Engineer,policy5,In-Person,policy4,Family,Email,In-Person Meeting,Afternoon,German
2991,50,Male,Divorced,3056.696429,10/10/1993,26565.7,210.062,Associate Degree,Delhi,Salesperson,policy5,Phone,policy2,Business,Email,Mail,Morning,German
